N,annee,etape,ville_depart,ville_arrivee,dep_lat,dep_lon,arr_lat,arr_lon,etape__distance,km_cum_dist,dep_adr,arr_adr,etape__vainqueur,etape__leader,vitesse,distance,partants,arrivants
1425,1980,21,AUXERRE,FONTENAY SOUS BOIS,47.79820,3.57378,48.85154,2.47591,34.4,305611.5,"Auxerre, France","94120 Fontenay-sous-Bois, France",Sean Kelly,Joop Zoetemelk,,,,
1426,1980,22,FONTENAY SOUS BOIS,PARIS,48.85154,2.47591,48.85661,2.35222,280,305891.5,"94120 Fontenay-sous-Bois, France","Paris, France",Pol Verschuere,Joop Zoetemelk,,,,
1427,1981,0,NICE,NICE,43.71017,7.26195,43.71017,7.26195,186,306077.5,"Nice, France","Nice, France",Bernard Hinault,Bernard Hinault,38.96,3753,150,121
1428,1981,2,NICE,MARTIGUES,43.71017,7.26195,43.40481,5.05373,5.8,306083.3,"Nice, France","Martigues, France",Der Velde Johan Van,Gerrie Knetemann,,,,
1429,1981,3,MARTIGUES,NARBONNE,43.40481,5.05373,43.18428,3.00308,97,306180.3,"Martigues, France","11100 Narbonne, France",Freddy Maertens,Gerrie Knetemann,,,,
1430,1981,4,NARBONNE,CARCASSONNE,43.18428,3.00308,43.21216,2.35366,40,306220.3,"11100 Narbonne, France","11000 Carcassonne, France",TI-RALEIGH,Gerrie Knetemann,,,,
1431,1981,5,SAINT GAUDENS,SAINT LARY SOULAN,43.10690,0.72376,42.81584,0.32025,254,306474.3,"31800 Saint-Gaudens, France","65170 Saint-Lary-Soulan, France",Impe Lucien Van,Phil Anderson,,,,
1432,1981,6,NAY,PAU,43.17662,-0.26255,43.29510,-0.37080,232,306706.3,"64800 Nay, France","64000 Pau, France",Bernard Hinault,Bernard Hinault,,,,
1433,1981,7,PAU,BORDEAUX,43.29510,-0.37080,44.83779,-0.57918,77.2,306783.5,"64000 Pau, France","Bordeaux, France",Urs Freuler,Bernard Hinault,,,,
1434,1981,8,ROCHEFORT SUR MER,NANTES,45.93670,-0.96170,47.21837,-1.55362,117,306900.5,"17300 Rochefort, France","Nantes, France",Ad Wijnands,Bernard Hinault,,,,
1435,1981,9,NANTES,LE MANS,47.21837,-1.55362,48.00611,0.19956,26.7,306927.2,"Nantes, France","Le Mans, France",Rene Martens,Bernard Hinault,,,,
1436,1981,10,LE MANS,AULNAY SOUS BOIS,48.00611,0.19956,48.94122,2.49707,227,307154.2,"Le Mans, France","93600 Aulnay-sous-Bois, France",Ad Wijnands,Bernard Hinault,,,,
1437,1981,11,COMPIEGNE,ROUBAIX,49.41782,2.82615,50.69270,3.17785,182,307336.2,"60200 CompiÃẀgne, France","59100 Roubaix, France",Daniel Willems,Bernard Hinault,,,,
1438,1981,13,BERINGEN,HASSELT,50.76145,4.14955,50.93069,5.33248,197,307533.2,"Beringen, 1670 Pepingen, Belgium","Hasselt, Belgium",Freddy Maertens,Bernard Hinault,,,,
1439,1981,14,MULHOUSE,MULHOUSE,47.75084,7.33589,47.75084,7.33589,264,307797.2,"Mulhouse, France","Mulhouse, France",Bernard Hinault,Bernard Hinault,,,,
1440,1981,15,BESANCON,THONON LES BAINS,47.23783,6.02405,46.37357,6.47764,246,308043.2,"25000 BesanÃ§on, France","74200 Thonon-les-Bains, France",Sean Kelly,Bernard Hinault,,,,
1441,1981,16,THONON LES BAINS,MORZINE,46.37357,6.47764,46.17919,6.70888,107,308150.2,"74200 Thonon-les-Bains, France","74110 Morzine, France",Robert Alban,Bernard Hinault,,,,
1442,1981,17,MORZINE,Alpe d'Huez,46.17919,6.70888,45.09091,6.06477,138,308288.2,"74110 Morzine, France","51 Route de la Poste, 38750 Alpe d'Huez, France",Peter Winnen,Bernard Hinault,,,,
1443,1981,18,BOURG D'OISANS,LE PLEYNET,45.05195,6.03006,45.27139,6.05544,157,308445.2,"38520 Le Bourg-d'Oisans, France","Le Pleynet, 38580 La Ferriere, France",Bernard Hinault,Bernard Hinault,,,,
1444,1981,19,VEUREY VOROIZE,SAINT PRIEST,45.27215,5.61281,45.69894,4.94707,38.5,308483.7,"Veurey-Voroize, France","69800 Saint-Priest, France",Daniel Willems,Bernard Hinault,,,,
1445,1981,20,SAINT PRIEST,SAINT PRIEST,45.69894,4.94707,45.69894,4.94707,231,308714.7,"69800 Saint-Priest, France","69800 Saint-Priest, France",Bernard Hinault,Bernard Hinault,,,,
1446,1981,21,AUXERRE,FONTENAY SOUS BOIS,47.79820,3.57378,48.85154,2.47591,199,308913.7,"Auxerre, France","94120 Fontenay-sous-Bois, France",Der Velde Johan Van,Bernard Hinault,,,,
1447,1981,22,FONTENAY SOUS BOIS,PARIS,48.85154,2.47591,48.85661,2.35222,231,309144.7,"94120 Fontenay-sous-Bois, France","Paris, France",Freddy Maertens,Bernard Hinault,,,,
1448,1981,12a,ROUBAIX,BRUXELLES,50.69270,3.17785,48.95109,3.35579,134,309278.7,"59100 Roubaix, France","Bruxelles, 02570 La Chapelle-sur-ChÃ©zy, France",Eddy Planckaert,Bernard Hinault,,,,
1449,1981,12b,BRUXELLES,ZOLDER,48.95109,3.35579,50.81153,3.41860,118,309396.7,"Bruxelles, 02570 La Chapelle-sur-ChÃ©zy, France","Zolderstraat, 8553 Zwevegem, Belgium",Eddy Planckaert,Bernard Hinault,,,,
1450,1981,1a,NICE,NICE,43.71017,7.26195,43.71017,7.26195,46,309442.7,"Nice, France","Nice, France",Freddy Maertens,Bernard Hinault,,,,
1451,1981,1b,NICE,ANTIBES,43.71017,7.26195,43.58042,7.12510,207,309649.7,"Nice, France","Antibes, France",Ti Raleigh,Bernard Hinault,,,,
1452,1982,0,BASEL,BASEL,47.55960,7.58858,47.55960,7.58858,186.8,309836.5,"Basel, Switzerland","Basel, Switzerland",Bernard Hinault,Bernard Hinault,38.059,3507,169,125
1453,1982,1,SCHUPFART,MOHLIN,47.50869,7.95305,47.55913,7.84425,7.4,309843.9,"Flugpl., 4325 Schupfart, Switzerland","4313 MÃ¶hlin, Switzerland",Ludo Peeters,Ludo Peeters,,,,
1454,1982,2,BASEL,NANCY,47.55960,7.58858,48.69205,6.18442,207,310050.9,"Basel, Switzerland","Nancy, France",Phil Anderson,Phil Anderson,,,,
1455,1982,3,NANCY,LONGWY,48.69205,6.18442,49.51992,5.76177,250,310300.9,"Nancy, France","Longwy, France",Daniel Willems,Phil Anderson,,,,
1456,1982,4,BEAURAING,MOUSCROM,50.11028,4.95543,50.74591,3.21929,134,310434.9,"Beauraing, Belgium","Mouscron, Belgium",Gerrie Knetemann,Phil Anderson,,,,
1457,1982,5,ORCHIES,FONTAINE AU PIRE,50.47450,3.24280,50.13042,3.37561,219,310653.9,"59310 Orchies, France","59157 Fontaine-au-Pire, France",Etape annulé,Phil Anderson,,,,
1458,1982,6,LILLE,LILLE,50.62925,3.05726,50.62925,3.05726,0,310653.9,"Lille, France","Lille, France",Jan Raas,Phil Anderson,,,,
1459,1982,7,CANCALE,CONCARNEAU,48.67707,-1.85228,47.87283,-3.92073,233,310886.9,"Cancale, France","Concarneau, France",Pol Verschuere,Phil Anderson,,,,
1460,1982,8,CONCARNEAU,CHATEAULIN,47.87283,-3.92073,48.19539,-4.09421,234.5,311121.4,"Concarneau, France","29150 ChÃḃteaulin, France",Frank Hoste,Phil Anderson,,,,
1461,1982,9,LORIENT,PLUMELEC,47.74825,-3.37024,47.83770,-2.63941,200.8,311322.2,"56100 Lorient, France","56420 Plumelec, France",WEIMMAN-LA SUISSE,Phil Anderson,,,,
1462,1982,9,PLUMELEC,NANTES,47.83770,-2.63941,47.21837,-1.55362,69,311391.2,"56420 Plumelec, France","Nantes, France",Stefan Mutter,Phil Anderson,,,,
1463,1982,10,SAINTES,BORDEAUX,45.74418,-0.63339,44.83779,-0.57918,138.5,311529.7,"17100 Saintes, France","Bordeaux, France",Pierre-Ray Villemiane,Phil Anderson,,,,
1464,1982,11,VALENCE D AGEN,VALENCE D AGEN,44.10806,0.89024,44.10806,0.89024,147.2,311676.9,"82400 Valence, France","82400 Valence, France",Gerrie Knetemann,Bernard Hinault,,,,
1465,1982,12,FLEURANCE,PAU,43.84946,0.66324,43.29510,-0.37080,57.3,311734.2,"32500 Fleurance, France","64000 Pau, France",Sean Kelly,Bernard Hinault,,,,
1466,1982,13,PAU,PLA DADET,43.29510,-0.37080,42.81311,0.30578,249,311983.2,"64000 Pau, France","Le Pla d'Adet, 65170 Cadeilhan-TrachÃẀre, France",Beat Breu,Bernard Hinault,,,,
1467,1982,14,MARTIGUES,MARTIGUES,43.40481,5.05373,43.40481,5.05373,122,312105.2,"Martigues, France","Martigues, France",Bernard Hinault,Bernard Hinault,,,,
1468,1982,15,MANOSQUE,ORCIERES MERLETTE,43.83574,5.79092,44.69741,6.32323,32.5,312137.7,"Manosque, France","Rue des Ecrins, 05170 OrciÃẀres, France",Pascal Simon,Bernard Hinault,,,,
1469,1982,16,ORCIERES,Alpe d'Huez,44.68496,6.32410,45.09091,6.06477,208,312345.7,"05170 OrciÃẀres, France","51 Route de la Poste, 38750 Alpe d'Huez, France",Beat Breu,Bernard Hinault,,,,
1470,1982,17,Alpe d'Huez,MORZINE,45.09091,6.06477,46.17919,6.70888,123,312468.7,"51 Route de la Poste, 38750 Alpe d'Huez, France","74110 Morzine, France",Peter Winnen,Bernard Hinault,,,,
1471,1982,18,MORZINE,SAINT PRIES,46.17919,6.70888,45.69894,4.94707,251,312719.7,"74110 Morzine, France","69800 Saint-Priest, France",Houwelingen Adri Van,Bernard Hinault,,,,
1472,1982,19,SAINT PRIES,SAINT PRIES,45.69894,4.94707,45.69894,4.94707,233,312952.7,"69800 Saint-Priest, France","69800 Saint-Priest, France",Bernard Hinault,Bernard Hinault,,,,
1473,1982,20,SENS,AULNAY SOUS BOIS,48.20065,3.28268,48.94122,2.49707,48,313000.7,"89100 Sens, France","93600 Aulnay-sous-Bois, France",Daniel Willems,Bernard Hinault,,,,
1474,1982,21,FONTENAY SOUS BOIS,PARIS,48.85154,2.47591,48.85661,2.35222,161,313161.7,"94120 Fontenay-sous-Bois, France","Paris, France",Bernard Hinault,Bernard Hinault,,,,
1475,1983,0,FONTENAY SOUS BOIS,FONTENAY SOUS BOIS,48.85154,2.47591,48.85154,2.47591,195,313356.7,"94120 Fontenay-sous-Bois, France","94120 Fontenay-sous-Bois, France",Eric Vanderaerden,Eric Vanderaerden,36.23,3809,140,88
1476,1983,1,NOGENT SUR MARNE,CRETEIL,48.83763,2.48170,48.79037,2.45557,5.5,313362.2,"Nogent-sur-Marne, France","94000 CrÃ©teil, France",Fritz Pirard,Eric Vanderaerden,,,,
1477,1983,2,SOISSONS,FONTAINE AU PIRE,49.37664,3.32342,50.13042,3.37561,163,313525.2,"02200 Soissons, France","59157 Fontaine-au-Pire, France",COOP-MERCIER,Jean Louis Gauthier,,,,
1478,1983,3,VALENCIENNES,ROUBAIX,50.35711,3.51833,50.69270,3.17785,100,313625.2,"59300 Valenciennes, France","59100 Roubaix, France",Rudy Mathijs,Kim Andersen,,,,
1479,1983,4,ROUBAIX,LE HAVRE,50.69270,3.17785,49.49437,0.10793,152,313777.2,"59100 Roubaix, France","Le Havre, France",Serge Demierre,Kim Andersen,,,,
1480,1983,5,LE HAVRE,LE MANS,49.49437,0.10793,48.00611,0.19956,300,314077.2,"Le Havre, France","Le Mans, France",Dominique Gaigne,Kim Andersen,,,,
1481,1983,6,CHATEAUBRIANT,NANTES,47.72095,-1.37622,47.21837,-1.55362,257,314334.2,"44110 ChÃḃteaubriant, France","Nantes, France",Bert Oosterbosch,Kim Andersen,,,,
1482,1983,7,NANTES,ILE D OLERON,47.21837,-1.55362,45.95397,-1.27337,58.5,314392.7,"Nantes, France","OlÃ©ron, France",Ricardo Magrini,Kim Andersen,,,,
1483,1983,8,LA ROCHELLE,BORDEAUX,46.16033,-1.15114,44.83779,-0.57918,216,314608.7,"La Rochelle, France","Bordeaux, France",Bert Oosterbosch,Kim Andersen,,,,
1484,1983,9,BORDEAUX,PAU,44.83779,-0.57918,43.29510,-0.37080,222,314830.7,"Bordeaux, France","64000 Pau, France",Philippe Chevallier,Sean Kelly,,,,
1485,1983,10,PAU,LUCHON,43.29510,-0.37080,42.78896,0.59294,207,315037.7,"64000 Pau, France","31110 BagnÃẀres-de-Luchon, France",Robert Millar,Pascal Simon,,,,
1486,1983,11,LUCHON,FLEURANCE,42.78896,0.59294,43.84946,0.66324,201,315238.7,"31110 BagnÃẀres-de-Luchon, France","32500 Fleurance, France",Regis Clere,Pascal Simon,,,,
1487,1983,12,FLEURANCE,ROQUEFORT,43.84946,0.66324,43.97457,2.99202,177,315415.7,"32500 Fleurance, France","12250 Roquefort-sur-Soulzon, France",Kim Andersen,Pascal Simon,,,,
1488,1983,13,ROQUEFORT,AURILLAC,43.97457,2.99202,44.93095,2.44500,261,315676.7,"12250 Roquefort-sur-Soulzon, France","Aurillac, France",Henk Lubberding,Pascal Simon,,,,
1489,1983,14,AURILLAC,ISSOIRE,44.93095,2.44500,45.54151,3.24813,210,315886.7,"Aurillac, France","63500 Issoire, France",Bigaut Pierre Le,Pascal Simon,,,,
1490,1983,15,CLERMONT FERRAND,PUY DE DOME,45.77722,3.08703,45.71241,3.01558,149,316035.7,"Clermont-Ferrand, France","Puy-de-Dome, France",Angel Arroyo,Pascal Simon,,,,
1491,1983,16,ISSOIRE,ST.ETIENNE,45.54151,3.24813,45.43970,4.38718,15.6,316051.3,"63500 Issoire, France","Saint-Ãtienne, France",Michel Laurent,Pascal Simon,,,,
1492,1983,17,LA TOUR DU PIN,Alpe d'Huez,45.56403,5.44533,45.09091,6.06477,144.5,316195.8,"38110 La Tour-du-Pin, France","51 Route de la Poste, 38750 Alpe d'Huez, France",Peter Winnen,Laurent Fignon,,,,
1493,1983,18,Alpe d'Huez,MORZINE,45.09091,6.06477,46.17919,6.70888,223,316418.8,"51 Route de la Poste, 38750 Alpe d'Huez, France","74110 Morzine, France",Jacques Michaud,Laurent Fignon,,,,
1494,1983,19,MORZINE,AVORIAZ,46.17919,6.70888,46.18823,6.77510,247,316665.8,"74110 Morzine, France","61 Place du TÃ©lÃ©phÃ©rique, 74110 Avoriaz, France",Impe Lucien Van,Laurent Fignon,,,,
1495,1983,20,MORZINE,DIJON,46.17919,6.70888,47.32205,5.04148,15,316680.8,"74110 Morzine, France","21000 Dijon, France",Philippe Leleu,Laurent Fignon,,,,
1496,1983,21,DIJON,DIJON,47.32205,5.04148,47.32205,5.04148,291,316971.8,"21000 Dijon, France","21000 Dijon, France",Laurent Fignon,Laurent Fignon,,,,
1497,1983,22,ALFORTVILLE,PARIS,48.80093,2.42232,48.85661,2.35222,50,317021.8,"Alfortville, France","Paris, France",Gilbert Glaus,Laurent Fignon,,,,
1498,1984,0,MONTREUIL SOUS BOIS,NOISY LE SEC,48.86381,2.44845,48.89249,2.45863,196.5,317218.3,"93100 Montreuil, France","93130 Noisy-le-Sec, France",Bernard Hinault,Bernard Hinault,35.882,4021,170,124
1499,1984,1,BONDY,SAINT DENIS,48.90601,2.48188,48.93618,2.35744,5.4,317223.7,"93140 Bondy, France","Saint-Denis, France",Frank Hoste,Ludo Peeters,,,,
1500,1984,2,BOBIGNY,LOUVROIL,48.90861,2.43971,50.26374,3.95950,148.5,317372.2,"93000 Bobigny, France","59720 Louvroil, France",Marc Madiot,Jacks Hanegraaf,,,,
1501,1984,3,LOUVROIL,VALENCIENNES,50.26374,3.95950,50.35711,3.51833,249.5,317621.7,"59720 Louvroil, France","59300 Valenciennes, France",RENAULT-GITANE,Jacks Hanegraaf,,,,
1502,1984,4,VALENCIENNES,BETHUNE,50.35711,3.51833,50.53104,2.63926,51,317672.7,"59300 Valenciennes, France","BÃ©thune, France",Den Haute Ferdy Van,Der Poel Adri Van,,,,
1503,1984,5,BETHUNE,CERGY PONTOISE,50.53104,2.63926,49.03201,2.08069,83,317755.7,"BÃ©thune, France","AgglomÃ©ration de Cergy-Pontoise, 95000 Cergy, France",Paulo Ferreira,Vicent Barteau,,,,
1504,1984,6,CERGY PONTOISE,ALENCON,49.03201,2.08069,48.43286,0.09127,207,317962.7,"AgglomÃ©ration de Cergy-Pontoise, 95000 Cergy, France","AlenÃ§on, France",Frank Hoste,Vicent Barteau,,,,
1505,1984,7,ALENCON,LE MANS,48.43286,0.09127,48.00611,0.19956,202,318164.7,"AlenÃ§on, France","Le Mans, France",Laurent Fignon,Vicent Barteau,,,,
1506,1984,8,LE MANS,NANTES,48.00611,0.19956,47.21837,-1.55362,67,318231.7,"Le Mans, France","Nantes, France",Pascal Jules,Vicent Barteau,,,,
1507,1984,9,NANTES,BORDEAUX,47.21837,-1.55362,44.83779,-0.57918,192,318423.7,"Nantes, France","Bordeaux, France",Jan Raas,Vicent Barteau,,,,
1508,1984,10,BORDEAUX,PAU,44.83779,-0.57918,43.29510,-0.37080,338,318761.7,"Bordeaux, France","64000 Pau, France",Eric Vanderaerden,Vicent Barteau,,,,
1509,1984,11,PAU,GUZET NEIGE,43.29510,-0.37080,42.77937,1.30081,198,318959.7,"64000 Pau, France","Bureau des remontÃ©es mÃ©caniques, 09140 Ustou, France",Robert Millar,Vicent Barteau,,,,
1510,1984,12,SAINT GIRONS,BLAGNAC,42.98288,1.14609,43.63509,1.39703,226.5,319186.2,"09200 Saint-Girons, France","31700 Blagnac, France",Pascal Poisson,Vicent Barteau,,,,
1511,1984,13,BLAGNAC,RODEZ,43.63509,1.39703,44.34939,2.57599,111,319297.2,"31700 Blagnac, France","Rodez, France",Pierre Hen Mentheour,Vicent Barteau,,,,
1512,1984,14,RODEZ,DOMAINE DU ROURET,44.34939,2.57599,44.38128,4.27638,220.5,319517.7,"Rodez, France","Le Domaine du Rouret, 07120 Grospierres, France",Wolf Alfons De,Vicent Barteau,,,,
1513,1984,15,DOMAINE DU ROURET,GRENOBLE,44.38128,4.27638,45.18853,5.72452,227.5,319745.2,"Le Domaine du Rouret, 07120 Grospierres, France","Grenoble, France",Frederic Vichot,Vicent Barteau,,,,
1514,1984,16,LES ECHELLES,LA RUCHERE,45.43657,5.75369,45.41122,5.80322,241.5,319986.7,"Les Ãchelles, France","La RuchÃẀre, 38380 Saint-Christophe-sur-Guiers, France",Laurent Fignon,Vicent Barteau,,,,
1515,1984,17,GRENOBLE,Alpe d'Huez,45.18853,5.72452,45.09091,6.06477,22,320008.7,"Grenoble, France","51 Route de la Poste, 38750 Alpe d'Huez, France",Luis Herrera,Laurent Fignon,,,,
1516,1984,18,BOURG D'OISANS,LA PLAGNE,45.05195,6.03006,45.50824,6.67655,151,320159.7,"38520 Le Bourg-d'Oisans, France","La Plagne, 73210 MÃḃcot-la-Plagne, France",Laurent Fignon,Laurent Fignon,,,,
1517,1984,19,LA PLAGNE,MORZINE,45.50824,6.67655,46.17919,6.70888,18.5,320178.2,"La Plagne, 73210 MÃḃcot-la-Plagne, France","74110 Morzine, France",Angel Arroyo,Laurent Fignon,,,,
1518,1984,20,MORZINE,CRANS MONTANA,46.17919,6.70888,46.34257,7.49844,186,320364.2,"74110 Morzine, France","3963 Crans-Montana, Switzerland",Laurent Fignon,Laurent Fignon,,,,
1519,1984,21,CRANS MONTANA,VILLEFRANCHE EN BEAUJOLAIS,46.34257,7.49844,45.99147,4.71882,140.5,320504.7,"3963 Crans-Montana, Switzerland","69400 Villefranche-sur-Saone, France",Frank Hoste,Laurent Fignon,,,,
1520,1984,22,VILLIE MORGON,VILLEFRANCHE EN BEAUJOLAIS,46.16093,4.67933,45.99147,4.71882,320.5,320825.2,"VilliÃ©-Morgon, France","69400 Villefranche-sur-Saone, France",Laurent Fignon,Laurent Fignon,,,,
1521,1984,23,PANTIN,PARIS,48.89453,2.40963,48.85661,2.35222,51,320876.2,"93500 Pantin, France","Paris, France",Eric Vanderaerden,Laurent Fignon,,,,
1522,1985,0,PLUMELEC,PLUMELEC,47.83770,-2.63941,47.83770,-2.63941,196,321072.2,"56420 Plumelec, France","56420 Plumelec, France",Bernard Hinault,Bernard Hinault,36.232,4109,180,144
1523,1985,1,VANNES,LANESTER,47.65824,-2.76085,47.76349,-3.34735,68,321140.2,"Vannes, France","56600 Lanester, France",Rudy Mathijs,Eric Vanderaerden,,,,
1524,1985,2,LORIENT,VITRE,47.74825,-3.37024,48.12475,-1.21543,256,321396.2,"56100 Lorient, France","35500 VitrÃ©, France",Rudy Mathijs,Eric Vanderaerden,,,,
1525,1985,3,VITRE,FOUGERES,48.12475,-1.21543,48.35156,-1.20463,242,321638.2,"35500 VitrÃ©, France","35133 FougÃẀres, France",LA VIE CLAIRE,Eric Vanderaerden,,,,
